station name,station latitude,station longitude,use_count
Cooper Square & Astor Pl,40.72951496213921,-73.99075269699097,146594
Court St & Nelson St,40.67639470000166,-73.99869893001697,15505
Court St & State St,40.690237500002084,-73.99203073990856,52449
Crescent St & 30 Ave,40.76869200000821,-73.92495739999123,10696
Crescent St & 34 Ave,40.76108000000426,-73.93056200001192,8602
Crescent St & 35 Ave,40.75962759999773,-73.9321454999891,6552
Crescent St & Broadway,40.76335889998603,-73.92864709999452,15663
Crescent St & Ditmars Blvd,40.778718499995,-73.9145644999904,8571
Crown St & Bedford Ave,40.66656300000337,-73.95674100000168,4036
Cumberland St & Lafayette Ave,40.68753405999566,-73.97265182995764,28285
DeKalb Ave & Hudson Ave,40.68988800001949,-73.981013000011,56200
DeKalb Ave & S Portland Ave,40.68981034999026,-73.97493121003288,28218
DeKalb Ave & Skillman St,40.69064950000028,-73.9564310700183,17965
DeKalb Ave & Vanderbilt Ave,40.68940747000534,-73.96885458003509,33335
Dean St & 4 Ave,40.683124890036325,-73.97895136997758,49722
Dean St & Franklin Ave,40.67759206937608,-73.95563721656801,13975
Dean St & Hoyt St,40.686444199993865,-73.9875910400099,19844
Degraw St & Hoyt St,40.681990442692914,-73.99079024791719,15660
Degraw St & Smith St,40.68291510001091,-73.99318208003146,23140
Devoe St & Lorimer St,40.713352262242914,-73.9491033554077,21786
Ditmars Blvd & 19 St,40.781450000006515,-73.9183302000102,12511
Division Av & Hooper St,40.70684203101204,-73.95443539653334,1266
Division Ave & Hooper St,40.70691253999394,-73.95441667000841,6353
Division Ave & Marcy Ave,40.707087010001544,-73.95796783000603,6881
Division St & Bowery,40.71413089004855,-73.99704680001538,67844
Dixon Mills,40.72163014263835,-74.04996782541275,1
Douglass St & 3 Ave,40.680213300020824,-73.98432695002859,28502
Douglass St & 4 Ave,40.67927880000657,-73.98154004004124,22960
Driggs Ave & Lorimer St,40.72179134000957,-73.95041540001557,20895
Driggs Ave & N 9 St,40.718169694540066,-73.95520135760306,5502
Driggs Ave & N Henry St,40.723250000017735,-73.94308000005492,28059
Duane St & Greenwich St,40.717487520019056,-74.01045540006521,42861
Duffield St & Willoughby St,40.69221588999492,-73.98428440000804,34291
Dwight St & Van Dyke St,40.67363551341186,-74.01195555925368,5734
E 10 St & 5 Ave,40.73331966997317,-73.99510132006246,53175
E 10 St & Avenue A,40.727407939998095,-73.98142006000468,137358
E 102 St & 1 Ave,40.78699459998633,-73.94164801995534,34503
E 102 St & Park Ave,40.790482799991445,-73.95033068000328,13720
E 103 St & Lexington Ave,40.79030510000207,-73.94755756996881,18760
E 106 St & 1 Ave,40.7892528999956,-73.93956236999377,9509
E 106 St & Lexington Ave,40.79197600000471,-73.94599299997817,11713
E 106 St & Madison Ave,40.793433699992974,-73.94945002999327,11538
E 109 St & 3 Ave,40.793296680013604,-73.94320830001527,12135
E 11 St & 1 Ave,40.729538369949275,-73.98426725995229,93966
E 11 St & 2 Ave,40.73047308996868,-73.98672377989378,109051
E 11 St & Avenue B,40.72746420692418,-73.97950418293476,3868
E 11 St & Broadway,40.732617869976956,-73.99158042996058,49039
E 110 St & Madison Ave,40.79615349998467,-73.94782144996955,25050
E 114 St & 1 Ave,40.79456629999916,-73.93625409999244,8299
E 115 St & Lexington Ave,40.7979109999896,-73.94229999999564,10816
E 115 St & Madison Ave,40.7989445000009,-73.94484600000705,8302
E 116 St & 2 Ave,40.79687899999452,-73.93726100000272,8370
E 118 St & 1 Ave,40.797469999993865,-73.93504000000898,10874
E 118 St & 3 Ave,40.79913900000602,-73.93891519998857,10045
E 118 St & Madison Ave,40.801486600000125,-73.94425069999278,8997
E 118 St & Park Ave,40.800538500002695,-73.94199490000027,4051
E 12 St & 3 Ave,40.732232719999914,-73.98889956996138,114444
E 12 St & Avenue B,40.728048571382935,-73.97881150245668,70320
E 123 St & Lexington Ave,40.802926299994084,-73.93790000001106,10363
E 128 St & Madison Ave,40.80755999999161,-73.93918200000175,9121
E 13 St & Avenue A,40.729581534388416,-73.9805988146116,103700
E 15 St & 3 Ave,40.73423200005293,-73.98692299989331,106966
E 16 St & 5 Ave,40.73726186002934,-73.99238966985509,116144
E 16 St & Irving Pl,40.73536705555401,-73.98797392845155,75304
E 17 St & Broadway,40.73704984018568,-73.99009295970218,222219
E 19 St & 3 Ave,40.736245269928084,-73.98473764991954,73137
E 2 St & 2 Ave,40.725028759914,-73.99069655987412,100131
E 2 St & Avenue A,40.72307749061296,-73.98583620786667,78382
E 2 St & Avenue B,40.72217444003666,-73.98368779009142,85262
E 2 St & Avenue C,40.72087360002665,-73.98085795006405,58434
E 20 St & 2 Ave,40.735876780003274,-73.9820502698953,99416
E 20 St & FDR Drive,40.73314259005765,-73.97573881013469,103280
E 20 St & Park Ave,40.73827427998351,-73.98751967989145,86509
E 23 St & 1 Ave,40.73650200004703,-73.97809472009467,107992
E 24 St & Park Ave S,40.74096373999615,-73.98602212981804,131440
E 25 St & 1 Ave,40.73817649996724,-73.97738661991757,74343
E 25 St & 2 Ave,40.73912600995294,-73.97973775981444,105765
E 27 St & 1 Ave,40.73944499996558,-73.9768059999457,70370
E 3 St & 1 Ave,40.72467721,-73.98783413,5
E 30 St & Park Ave S,40.744449209924596,-73.98303528994471,80602
E 31 St & 3 Ave,40.74394313994263,-73.97966068989163,88044
E 32 St & Park Ave,40.74571209997792,-73.98194829001953,119871
E 33 St & 1 Ave,40.74322681435337,-73.97449783980845,61083
E 33 St & 2 Ave,40.74402299995835,-73.97605600006872,43759
E 33 St & 5 Ave,40.74765946996311,-73.98490707010052,83286
E 35 St & 3 Ave,40.7465240000352,-73.97788499997796,60475
E 39 St & 2 Ave,40.747803729964495,-73.97344189993933,107048
E 39 St & 3 Ave,40.748900599916105,-73.97604881995468,86303
E 4 St & 2 Ave,40.72628069996043,-73.98978041009887,66663
E 41 St & 5 Ave,40.75272201380385,-73.98123621940613,11382
E 41 St & Madison Ave,40.75216528064008,-73.97992193698882,83494
E 43 St & 5 Ave,40.75412081083392,-73.98025184869765,54453
E 44 St & 2 Ave,40.75118387465844,-73.97138714790343,43322
E 45 St & 3 Ave,40.75255434000179,-73.97282624992343,62627
E 47 St & 1 Ave,40.752068619963275,-73.96784383994279,35685
E 47 St & 2 Ave,40.75323097997946,-73.97032517006247,59919
E 47 St & Park Ave,40.75510266989554,-73.97498695991517,149185
E 48 St & 3 Ave,40.75460110257325,-73.97187885502169,52518
E 48 St & 5 Ave,40.75724567905077,-73.97805914282799,108937
E 5 St & 2 Ave,40.72686951526905,-73.9891903102398,18903
E 5 St & Avenue C,40.722992080017995,-73.97995465996729,43515
E 51 St & 1 Ave,40.75455730997135,-73.96592976001476,42899
E 51 St & Lexington Ave,40.75714757997052,-73.97207836004065,47511
E 52 St & 2 Ave,40.75601400000238,-73.96741600002973,61345
E 53 St & 3 Ave,40.75763227742864,-73.9693057537079,60518
E 53 St & Madison Ave,40.75971079994182,-73.97402310996085,72698
E 55 St & 2 Ave,40.757973219999876,-73.96603307998951,17104
E 55 St & 3 Ave,40.75899655963774,-73.96865397691727,72063
E 55 St & Lexington Ave,40.7596808499801,-73.97031365999494,39555
E 58 St & 1 Ave,40.75892386376211,-73.96226227283478,50369
E 58 St & 3 Ave,40.76095756002929,-73.96724466987486,81410
E 58 St & Madison Ave,40.76302594277934,-73.97209525108337,43918
E 59 St & Madison Ave,40.76350532001917,-73.9710924299517,49559
E 6 St & Avenue B,40.72453733999298,-73.98185424007515,77606
E 6 St & Avenue D,40.722280869973716,-73.97668709000558,40991
E 60 St & York Ave,40.75910699998987,-73.95922300002584,21228
E 65 St & 2 Ave,40.7647185194428,-73.96222069859505,29917
E 66 St & Madison Ave,40.768008893056525,-73.96845281124116,14770
E 67 St & Park Ave,40.7678008014732,-73.96592080593109,17955
E 68 St & 3 Ave,40.76712840351047,-73.96224617958069,27399
E 68 St & Madison Ave,40.76915720000359,-73.96703464001926,23019
E 7 St & Avenue A,40.7262178799338,-73.98379855022529,121451
E 71 St & 1 Ave,40.76703432308418,-73.95622730255127,14287
E 71 St & 2 Ave,40.768175467429515,-73.95910263061523,12642
E 72 St & Park Ave,40.77118287538729,-73.96409422159195,32370
E 72 St & York Ave,40.76663814001103,-73.9534829599524,62147
E 74 St & 1 Ave,40.76897379994824,-73.95482272993375,49590
E 75 St & 3 Ave,40.771129270002,-73.95772297002848,29559
E 76 St & 3 Ave,40.77224853773623,-73.95842134952545,19367
E 76 St & Park Ave,40.77376300001363,-73.96222087998106,28298
E 77 St & 3 Ave,40.773142360001515,-73.95856157999137,7015
E 78 St & 2 Ave,40.772796600003815,-73.95577800996928,26655
E 80 St & 2 Ave,40.77391390238176,-73.9543953537941,1397
E 81 St & 2 Ave,40.774779448975956,-73.95427465438844,22446
E 81 St & 3 Ave,40.775730340024786,-73.95675259998994,33230
E 81 St & Park Ave,40.77677702000408,-73.95900969999079,12542
E 81 St & York Ave,40.77283839998352,-73.94989232998608,29423
E 82 St & East End Ave,40.77246070001083,-73.94682079997364,24164
E 84 St & 1 Ave,40.77565541001611,-73.95068615007312,41954
E 84 St & Park Ave,40.7786268800059,-73.9577207299889,29289
E 85 St & 3 Ave,40.778012029955775,-73.95407149007343,75333
E 85 St & York Ave,40.7753690499863,-73.9480339200203,29474
E 87 St & 3 Ave,40.77940608530097,-73.95333588123322,3043
E 88 St & 1 Ave,40.778301000008945,-73.94881339999849,26236
E 88 St & Park Ave,40.78141070017802,-73.95595908164978,22144
E 89 St & 3 Ave,40.7806284000093,-73.95216670002041,19608
E 89 St & York Ave,40.7779452999908,-73.94604099999559,16453
E 9 St & Avenue C,40.72521310998326,-73.97768751997631,75137
E 91 St & 2 Ave,40.781122299364924,-73.94965589046478,47895
E 91 St & Park Ave,40.783501600008066,-73.95532700000324,23805
E 93 St & 2 Ave,40.782454175290496,-73.94891962409021,22071
E 95 St & 3 Ave,40.78490319999875,-73.95050300000001,2340
E 97 St & 3 Ave,40.7859200999965,-73.94860293999626,9583
E 97 St & Madison Ave,40.78780100003453,-73.95355900003352,33581
E 98 St & Lexington Ave,40.78728519861,-73.95012259483337,540
E 98 St & Park Ave,40.788130000000784,-73.95205999999345,7154
East End Ave & E 86 St,40.77518614998831,-73.94446054000005,16829
Eastern Pkwy & Franklin Ave,40.67077670001304,-73.95768010004507,25543
Eastern Pkwy & Washington Ave,40.67164930001626,-73.96311450002217,16440
